Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method
10271,2024-06-19,Home Appliances,Neutrogena Hydro Boost Water Gel,2,228.4,456.8,Europe,Credit Card
10272,2024-05-25,Beauty Products,Shark IQ Robot Vacuum,2,71.1,142.2,Europe,PayPal
10273,2024-02-21,Clothing,KitchenAid Artisan Stand Mixer,2,222.72,445.44,North America,PayPal
10274,2024-06-09,Electronics,Google Pixelbook Go,1,272.31,272.31,Asia,Debit Card
10275,2024-05-20,Clothing,Ninja Foodi Pressure Cooker,4,17.62,70.48,Asia,PayPal
10276,2024-04-06,Sports,Samsung Odyssey G9 Gaming Monitor,6,464.65,2787.8999999999996,Europe,Credit Card
10277,2024-05-20,Books,Nike Sportswear Club Fleece Hoodie,2,62.85,125.7,Asia,PayPal
10278,2024-04-04,Electronics,Uniqlo Ultra Light Down Jacket,5,149.16,745.8,North America,Credit Card
10279,2024-02-05,Books,Fitbit Versa 3,1,121.52,121.52,Europe,Credit Card
10280,2024-01-23,Beauty Products,Sony WH-1000XM4 Headphones,1,285.07,285.07,North America,Credit Card
10281,2024-02-15,Beauty Products,Garmin Edge 530,5,99.86,499.3,Europe,Credit Card
10282,2024-04-08,Home Appliances,Spalding NBA Street Basketball,1,75.14,75.14,North America,Credit Card
10283,2024-07-13,Electronics,Breville Smart Coffee Grinder Pro,2,276.05,552.1,North America,Credit Card
10284,2024-07-11,Electronics,The Martian by Andy Weir,3,78.41,235.23,Europe,PayPal
10285,2024-02-25,Electronics,Adidas Ultraboost Shoes,4,167.31,669.24,North America,PayPal
10286,2024-07-17,Clothing,The Nightingale by Kristin Hannah,3,31.52,94.56,Europe,Credit Card
10287,2024-04-16,Clothing,Apple AirPods Max,4,20.37,81.48,Europe,Credit Card
10288,2024-04-04,Sports,Biore UV Aqua Rich Watery Essence Sunscreen,4,67.63,270.52,Asia,Credit Card
10289,2024-03-29,Sports,Apple AirPods Pro,1,8.1,8.1,Europe,PayPal
10290,2024-07-22,Electronics,Glossier Cloud Paint,3,7.1,21.299999999999997,Europe,Debit Card
10291,2024-02-06,Electronics,Estee Lauder Advanced Night Repair,1,53.1,53.1,North America,Debit Card
10292,2024-01-30,Sports,Instant Pot Duo,2,115.96,231.92,North America,Credit Card
10293,2024-04-21,Electronics,Canon EOS R5 Camera,1,488.26,488.26,Europe,Credit Card
10294,2024-06-01,Clothing,YETI Tundra 45 Cooler,1,436.27,436.27,North America,Credit Card
10295,2024-07-16,Sports,Canon EOS Rebel T7i DSLR Camera,1,12.16,12.16,Asia,PayPal
10296,2024-08-07,Sports,Logitech G Pro X Wireless Gaming Headset,1,187.77,187.77,Europe,PayPal
10297,2024-06-03,Books,Neutrogena Hydro Boost Water Gel,2,293.17,586.34,Asia,Debit Card
10298,2024-07-15,Beauty Products,YETI Tundra 65 Cooler,1,27.91,27.91,Europe,PayPal
10299,2024-02-21,Electronics,Drunk Elephant C-Firma Day Serum,2,1017.81,2035.62,Europe,Credit Card
10300,2024-06-28,Books,Dr. Jart+ Cicapair Tiger Grass Color Correcting Treatment,2,126.01,252.02,Asia,PayPal
10301,2024-03-02,Home Appliances,Peloton Bike,2,969.57,1939.14,North America,Credit Card
10302,2024-05-02,Books,Amazon Echo Show 10,6,8.76,52.56,Europe,Debit Card
10303,2024-02-27,Books,Olay Regenerist Face Cream,3,44.59,133.77,Asia,Debit Card
10304,2024-06-02,Beauty Products,The Girl with the Dragon Tattoo by Stieg Larsson,2,40.09,80.18,Europe,PayPal
10305,2024-06-05,Sports,The Four Agreements by Don Miguel Ruiz,3,14.44,43.32,Europe,PayPal
10306,2024-01-06,Electronics,Neutrogena Skincare Set,2,967.18,1934.36,Europe,Credit Card
10307,2024-06-29,Sports,Instant Pot Ultra,4,6.5,26.0,Europe,Debit Card
10308,2024-04-02,Sports,The Subtle Art of Not Giving a F*ck by Mark Manson,1,12.17,12.17,Asia,PayPal
10309,2024-03-01,Electronics,LG OLED TV,1,179.14,179.14,North America,Credit Card
10310,2024-03-16,Home Appliances,Shiseido Ultimate Sun Protector,2,627.93,1255.86,Europe,PayPal
10311,2024-05-23,Clothing,To Kill a Mockingbird by Harper Lee,3,22.57,67.71000000000001,Europe,Credit Card
10312,2024-06-20,Sports,YETI Tundra 45 Cooler,2,6.52,13.04,Europe,PayPal
10313,2024-08-09,Beauty Products,Philips Sonicare DiamondClean Toothbrush,2,243.87,487.74,North America,Credit Card
10314,2024-05-10,Home Appliances,CeraVe Hydrating Facial Cleanser,3,120.01,360.03000000000003,Asia,PayPal
10315,2024-08-02,Sports,Polar Vantage V2,2,514.44,1028.88,Asia,PayPal
10316,2024-07-21,Beauty Products,Adidas 3-Stripes Shorts,2,432.93,865.86,Asia,PayPal
10317,2024-08-26,Sports,Yeti Rambler 20 oz Tumbler,2,65.87,131.74,Asia,PayPal
10318,2024-02-20,Clothing,Becoming by Michelle Obama,6,167.62,1005.72,Asia,PayPal
10319,2024-07-26,Clothing,Bose SoundSport Wireless Earbuds,2,23.67,47.34,North America,PayPal
10320,2024-07-18,Sports,The Goldfinch by Donna Tartt,1,7.55,7.55,Europe,Credit Card
10321,2024-03-25,Books,The Night Circus by Erin Morgenstern,1,185.14,185.14,North America,Credit Card
10322,2024-05-12,Clothing,Neutrogena Hydro Boost Water Gel,2,21.41,42.82,Europe,Debit Card
10323,2024-03-29,Clothing,To Kill a Mockingbird by Harper Lee,2,366.48,732.96,Europe,Credit Card
10324,2024-03-06,Beauty Products,Columbia Fleece Jacket,1,155.73,155.73,Europe,Credit Card
10325,2024-08-15,Books,Google Nest Wifi Router,4,84.16,336.64,North America,Credit Card
10326,2024-02-04,Clothing,Pride and Prejudice by Jane Austen,2,375.72,751.44,Asia,Credit Card
10327,2024-01-16,Sports,Dune by Frank Herbert,2,485.23,970.46,Asia,Credit Card
10328,2024-05-23,Beauty Products,Yeti Roadie 24 Cooler,4,127.26,509.04,Europe,PayPal
10329,2024-01-03,Sports,Garmin Forerunner 945,3,94.28,282.84000000000003,Asia,Credit Card
10330,2024-05-05,Books,Dyson V8 Absolute,3,18.17,54.510000000000005,Europe,Credit Card
10331,2024-06-09,Sports,The Girl on the Train by Paula Hawkins,1,324.64,324.64,Europe,Credit Card
10332,2024-03-18,Sports,Glossier Boy Brow,4,47.15,188.6,Asia,Debit Card
10333,2024-07-02,Clothing,TRX All-in-One Suspension Training System,1,318.06,318.06,North America,Credit Card
10334,2024-07-09,Home Appliances,YETI Hopper Flip Portable Cooler,1,69.75,69.75,Asia,Debit Card
10335,2024-04-26,Books,Hydro Flask Wide Mouth Water Bottle,4,116.28,465.12,Europe,Credit Card
10336,2024-08-10,Beauty Products,The Goldfinch by Donna Tartt,2,60.9,121.8,North America,Credit Card
10337,2024-06-05,Beauty Products,Think and Grow Rich by Napoleon Hill,3,57.94,173.82,Europe,Debit Card
10338,2024-04-20,Books,Biore UV Aqua Rich Watery Essence Sunscreen,5,10.78,53.9,North America,Credit Card
10339,2024-03-22,Home Appliances,Harry Potter and the Sorcerer's Stone,1,728.84,728.84,North America,Credit Card
10340,2024-06-28,Clothing,Breville Smart Coffee Grinder Pro,3,384.8,1154.4,North America,Credit Card
10341,2024-04-22,Books,Gap High Rise Skinny Jeans,1,58.78,58.78,North America,Credit Card
10342,2024-01-24,Clothing,Estee Lauder Advanced Night Repair,2,30.09,60.18,Asia,PayPal
10343,2024-02-14,Sports,Nintendo Switch,3,37.78,113.34,Europe,Credit Card
10344,2024-02-21,Home Appliances,Philips Airfryer XXL,1,687.59,687.59,North America,Credit Card
10345,2024-03-29,Beauty Products,Anastasia Beverly Hills Brow Wiz,1,173.97,173.97,Europe,Credit Card
10346,2024-05-08,Beauty Products,Google Nest Hub Max,2,8.69,17.38,North America,Credit Card
10347,2024-08-15,Clothing,Google Nest Wifi Router,5,7.48,37.400000000000006,North America,PayPal
10348,2024-06-05,Books,GlamGlow Supermud Clearing Treatment,5,144.84,724.2,Asia,Debit Card
10349,2024-06-02,Beauty Products,Dr. Jart+ Cicapair Tiger Grass Color Correcting Treatment,1,758.71,758.71,Europe,Credit Card
10350,2024-02-14,Sports,Eufy RoboVac 11S,1,68.14,68.14,Europe,Credit Card
10351,2024-07-11,Electronics,Bowflex SelectTech 1090 Adjustable Dumbbells,1,350.24,350.24,Asia,PayPal
10352,2024-05-09,Books,Anastasia Beverly Hills Brow Wiz,2,9.29,18.58,Europe,PayPal
10353,2024-05-13,Clothing,Lululemon Align Leggings,3,126.62,379.86,North America,PayPal
10354,2024-05-19,Clothing,Instant Pot Duo Evo Plus,1,16.88,16.88,Asia,PayPal
10355,2024-01-26,Books,LG OLED TV,1,20.4,20.4,Asia,PayPal
10356,2024-02-10,Electronics,MAC Ruby Woo Lipstick,1,441.81,441.81,Asia,PayPal
10357,2024-06-05,Sports,The Ordinary Niacinamide Serum,1,284.7,284.7,North America,Credit Card
10358,2024-05-22,Books,Samsung Odyssey G7 Gaming Monitor,1,113.22,113.22,Europe,Credit Card
10359,2024-08-13,Electronics,Old Navy Mid-Rise Rockstar Super Skinny Jeans,3,481.01,1443.03,North America,PayPal
10360,2024-04-20,Clothing,Microsoft Surface Laptop 4,2,38.33,76.66,Europe,PayPal
10361,2024-06-26,Clothing,Bowflex SelectTech 1090 Adjustable Dumbbells,3,511.27,1533.81,Asia,Credit Card
10362,2024-03-05,Home Appliances,Ring Video Doorbell,1,226.23,226.23,Europe,PayPal
10363,2024-08-22,Sports,Nike Air Force 1 Sneakers,1,108.93,108.93,Europe,Credit Card
10364,2024-05-28,Beauty Products,YETI Hopper Flip Portable Cooler,1,149.95,149.95,Europe,Credit Card
10365,2024-05-22,Beauty Products,The Ordinary Niacinamide Serum,1,20.17,20.17,Asia,PayPal
10366,2024-02-09,Home Appliances,Apple Watch Series 8,1,211.44,211.44,Europe,Debit Card
10367,2024-07-17,Sports,Neutrogena Hydro Boost Water Gel,3,7.71,23.13,Asia,Credit Card
10368,2024-05-04,Clothing,Gap High Rise Skinny Jeans,2,286.49,572.98,North America,Credit Card
10369,2024-05-25,Sports,Samsung Odyssey G9 Gaming Monitor,6,17.75,106.5,Asia,Debit Card
10370,2024-02-23,Home Appliances,L'Oreal Revitalift Serum,1,6.51,6.51,Europe,Debit Card
10371,2024-06-21,Beauty Products,Garmin Forerunner 245,2,164.95,329.9,Europe,Credit Card
10372,2024-03-14,Sports,YETI Tundra 45 Cooler,1,8.66,8.66,Asia,PayPal
10373,2024-02-14,Electronics,Under Armour HeatGear T-Shirt,2,645.41,1290.82,Asia,Credit Card
10374,2024-07-21,Beauty Products,GoPro HERO9 Black,1,56.48,56.48,Asia,Credit Card
10375,2024-06-29,Sports,The Girl with the Dragon Tattoo by Stieg Larsson,3,181.84,545.52,Europe,PayPal
10376,2024-06-15,Beauty Products,Google Pixelbook Go,1,7.06,7.06,Asia,PayPal
10377,2024-05-16,Beauty Products,Adidas Ultraboost Running Shoes,2,825.61,1651.22,Asia,Credit Card
10378,2024-08-09,Electronics,The Nightingale by Kristin Hannah,2,53.88,107.76,Europe,Debit Card
10379,2024-05-07,Electronics,The Girl with the Dragon Tattoo by Stieg Larsson,1,696.62,696.62,North America,PayPal
10380,2024-02-17,Beauty Products,Tommy Hilfiger Polo Shirt,1,76.05,76.05,Europe,Debit Card
10381,2024-02-14,Clothing,The Silent Patient by Alex Michaelides,1,201.25,201.25,Asia,Debit Card
10382,2024-07-24,Clothing,Bose SoundLink Color Bluetooth Speaker II,1,175.29,175.29,Asia,Debit Card
10383,2024-04-24,Electronics,Hamilton Beach FlexBrew Coffee Maker,2,254.95,509.9,North America,PayPal
10384,2024-06-19,Beauty Products,Nike Tempo Running Shorts,3,112.98,338.94,Europe,Credit Card
10385,2024-02-23,Clothing,Sunday Riley Good Genes,4,271.55,1086.2,Asia,PayPal
10386,2024-05-07,Beauty Products,Breville Nespresso Creatista Plus,3,229.54,688.62,Europe,Credit Card
10387,2024-03-13,Home Appliances,Patagonia Better Sweater,2,19.27,38.54,Asia,Debit Card
10388,2024-02-04,Home Appliances,Columbia Fleece Jacket,3,197.8,593.4000000000001,Europe,Credit Card
10389,2024-05-17,Electronics,TriggerPoint GRID Foam Roller,2,121.23,242.46,North America,Credit Card
10390,2024-04-13,Electronics,Apple AirPods Pro,1,624.69,624.69,North America,PayPal
10391,2024-02-16,Electronics,On Running Cloud Shoes,2,560.09,1120.18,North America,Debit Card
10392,2024-06-28,Clothing,Google Pixel 6 Pro,2,239.58,479.16,Europe,Debit Card
10393,2024-07-27,Beauty Products,Nike Dri-FIT Training Shorts,1,44.43,44.43,Asia,PayPal
10394,2024-03-13,Electronics,1984 by George Orwell,1,767.59,767.59,North America,PayPal
10395,2024-05-09,Beauty Products,Cuisinart Coffee Center,4,91.71,366.84,Europe,Debit Card
10396,2024-01-29,Clothing,Garmin Edge 530,1,291.02,291.02,North America,Credit Card
10397,2024-05-04,Electronics,YETI Hopper Flip Portable Cooler,2,204.15,408.3,Europe,Credit Card
10398,2024-02-13,Electronics,Roomba i7+,2,514.09,1028.18,Europe,PayPal
10399,2024-06-22,Home Appliances,La Mer Crème de la Mer Moisturizer,2,6.72,13.44,North America,Credit Card
10400,2024-02-05,Books,Manduka PRO Yoga Mat,1,72.31,72.31,North America,Credit Card
10401,2024-05-03,Clothing,Apple AirPods Pro,3,23.22,69.66,Europe,Credit Card
10402,2024-08-10,Books,Gap 1969 Original Fit Jeans,3,51.77,155.31,Asia,Debit Card
10403,2024-08-26,Beauty Products,Sunday Riley Luna Sleeping Night Oil,1,21.72,21.72,Asia,Credit Card
10404,2024-08-11,Beauty Products,Samsung Galaxy Watch 4,2,70.77,141.54,Asia,Debit Card
10405,2024-03-29,Electronics,L'Oreal Revitalift Serum,4,259.59,1038.36,North America,Credit Card
10406,2024-08-08,Sports,Tarte Shape Tape Concealer,2,49.28,98.56,Asia,Credit Card
10407,2024-06-09,Sports,Dyson V8 Absolute,5,120.79,603.95,North America,Credit Card
10408,2024-07-18,Electronics,Instant Pot Duo Evo Plus,1,54.7,54.7,Europe,Credit Card
10409,2024-02-19,Sports,The Ordinary Niacinamide Serum,1,18.71,18.71,Asia,PayPal
10410,2024-02-12,Electronics,On Running Cloud Shoes,2,1331.62,2663.24,Europe,PayPal
10411,2024-08-10,Sports,Apple MacBook Pro 16-inch,1,16.68,16.68,North America,Credit Card
10412,2024-07-31,Clothing,Adidas Originals Trefoil Hoodie,2,230.5,461.0,North America,Credit Card
10413,2024-03-06,Books,Lancome La Vie Est Belle,1,612.42,612.42,North America,Credit Card
10414,2024-08-13,Beauty Products,Anova Precision Oven,4,19.83,79.32,Asia,PayPal
10415,2024-02-01,Sports,Calvin Klein Boxer Briefs,2,10.11,20.22,Europe,Credit Card
10416,2024-08-07,Electronics,Anova Precision Oven,1,573.79,573.79,North America,Credit Card
10417,2024-06-05,Books,Polar Vantage V2,1,38.4,38.4,Europe,Credit Card
10418,2024-08-01,Electronics,Tarte Shape Tape Concealer,3,81.16,243.48,Europe,PayPal
10419,2024-05-02,Electronics,Samsung Odyssey G9 Gaming Monitor,2,6.51,13.02,North America,PayPal
10420,2024-01-28,Electronics,Hyperice Hypervolt Massager,1,336.21,336.21,North America,PayPal
10421,2024-03-05,Sports,Peloton Bike,1,11.13,11.13,Asia,Credit Card
10422,2024-05-30,Sports,Fenty Beauty Killawatt Highlighter,1,58.31,58.31,North America,Credit Card
10423,2024-07-31,Home Appliances,Philips Sonicare DiamondClean Toothbrush,1,161.98,161.98,North America,PayPal
10424,2024-02-02,Home Appliances,Estee Lauder Advanced Night Repair,4,454.43,1817.72,Europe,Credit Card
10425,2024-02-14,Sports,The Catcher in the Rye by J.D. Salinger,4,111.56,446.24,Asia,Credit Card
10426,2024-03-05,Beauty Products,Forever 21 Graphic Tee,1,214.77,214.77,Asia,Debit Card
10427,2024-08-05,Clothing,Amazon Echo Dot (4th Gen),3,61.28,183.84,Europe,Credit Card
10428,2024-06-03,Clothing,Dyson V8 Absolute,2,9.5,19.0,North America,Credit Card
10429,2024-03-06,Electronics,Hamilton Beach FlexBrew Coffee Maker,2,425.55,851.1,Asia,Debit Card
10430,2024-02-16,Sports,Columbia Fleece Jacket,3,229.24,687.72,Asia,Credit Card
10431,2024-08-15,Sports,Anova Precision Oven,5,19.72,98.6,Asia,Credit Card
10432,2024-01-25,Books,L'Oreal Revitalift Serum,3,7.43,22.29,Asia,Debit Card
10433,2024-04-17,Clothing,Sony WH-1000XM4 Headphones,2,323.71,647.42,Europe,Credit Card
10434,2024-06-29,Sports,Champion Reverse Weave Hoodie,2,74.38,148.76,North America,Credit Card
10435,2024-04-02,Electronics,Rogue Fitness Kettlebell,1,158.99,158.99,Europe,Credit Card
10436,2024-05-22,Clothing,Lululemon Align Leggings,3,37.61,112.83,Europe,Debit Card
10437,2024-06-27,Clothing,Lululemon Wunder Under High-Rise Leggings,1,167.27,167.27,Asia,Debit Card
10438,2024-02-27,Sports,Lululemon Align Leggings,2,77.54,155.08,Asia,Credit Card
10439,2024-07-27,Clothing,Adidas Originals Trefoil Hoodie,1,774.88,774.88,Asia,Debit Card
10440,2024-05-03,Beauty Products,Apple AirPods Max,1,280.88,280.88,Europe,Credit Card
10441,2024-08-20,Sports,Bose QuietComfort 35 II Wireless Headphones,1,19.43,19.43,North America,PayPal
10442,2024-03-27,Home Appliances,The Great Gatsby by F. Scott Fitzgerald,1,339.91,339.91,Asia,Debit Card
10443,2024-04-12,Beauty Products,Bose SoundLink Revolve+ Speaker,2,765.0,1530.0,Asia,Debit Card
10444,2024-07-02,Beauty Products,Neutrogena Hydro Boost Water Gel,1,8.3,8.3,North America,Credit Card
10445,2024-05-12,Home Appliances,The Girl with the Dragon Tattoo by Stieg Larsson,2,388.0,776.0,Europe,Debit Card
10446,2024-06-16,Beauty Products,Samsung Odyssey G9 Gaming Monitor,1,19.51,19.51,Europe,Credit Card
10447,2024-01-12,Electronics,Babolat Pure Drive Tennis Racket,6,445.41,2672.46,North America,Credit Card
10448,2024-07-10,Beauty Products,La Mer Crème de la Mer Moisturizer,3,11.2,33.599999999999994,Asia,Credit Card
10449,2024-01-28,Clothing,Adidas Ultraboost Shoes,2,894.07,1788.14,Europe,Credit Card
10450,2024-06-10,Beauty Products,Google Pixel 6 Pro,1,33.0,33.0,Asia,Credit Card
10451,2024-06-27,Sports,Nike Dri-FIT Training Shorts,2,8.2,16.4,Asia,Credit Card
10452,2024-02-15,Electronics,Dyson Supersonic Hair Dryer,3,244.67,734.01,North America,Credit Card
10453,2024-03-15,Electronics,Gap Crewneck Sweatshirt,4,237.61,950.44,North America,Credit Card
10454,2024-01-16,Electronics,Chanel No. 5 Perfume,2,30.13,60.26,North America,Credit Card
10455,2024-01-25,Sports,Under Armour HeatGear T-Shirt,3,220.76,662.28,Europe,PayPal
10456,2024-06-11,Books,Polar Vantage V2,2,150.72,301.44,Europe,Credit Card
10457,2024-02-07,Sports,"Salt, Fat, Acid, Heat by Samin Nosrat",1,101.54,101.54,Asia,Credit Card
10458,2024-02-01,Books,Sony WH-1000XM4 Headphones,1,56.27,56.27,Europe,PayPal
10459,2024-02-07,Books,Under Armour HOVR Sonic 4 Shoes,2,388.76,777.52,Europe,Credit Card
10460,2024-02-24,Books,Yeti Rambler Tumbler,2,217.16,434.32,Asia,Credit Card
10461,2024-02-07,Sports,Clinique Moisture Surge,2,166.62,333.24,Asia,PayPal
10462,2024-02-02,Electronics,Olay Regenerist Face Cream,2,193.64,387.28,North America,Credit Card
10463,2024-02-28,Books,Anker PowerCore Portable Charger,3,72.81,218.43,Europe,Credit Card
10464,2024-07-05,Beauty Products,Google Nest Wifi Router,2,159.87,319.74,Asia,Debit Card
10465,2024-04-16,Electronics,The Four Agreements by Don Miguel Ruiz,3,1124.62,3373.8599999999997,Europe,PayPal
10466,2024-03-17,Home Appliances,The Catcher in the Rye by J.D. Salinger,3,65.96,197.88,Europe,PayPal
10467,2024-04-19,Home Appliances,Breville Smart Grill,2,63.83,127.66,North America,Credit Card
10468,2024-03-31,Beauty Products,Vitamix Explorian Blender,3,46.51,139.53,Europe,Credit Card
10469,2024-02-21,Sports,Pride and Prejudice by Jane Austen,2,7.66,15.32,Europe,PayPal
10470,2024-05-24,Beauty Products,Google Nest Hub Max,1,192.99,192.99,Asia,Debit Card
10471,2024-01-14,Electronics,Gone Girl by Gillian Flynn,3,955.16,2865.48,North America,PayPal
10472,2024-01-17,Clothing,Columbia Fleece Jacket,1,43.23,43.23,Asia,Debit Card
10473,2024-01-26,Home Appliances,Keurig K-Elite Coffee Maker,1,135.59,135.59,Europe,Credit Card
10474,2024-07-10,Sports,The Great Alone by Kristin Hannah,2,7.59,15.18,North America,Credit Card
10475,2024-01-17,Beauty Products,North Face Down Jacket,1,127.6,127.6,North America,Credit Card
10476,2024-04-29,Clothing,HP Spectre x360 Laptop,2,16.95,33.9,North America,Debit Card
10477,2024-01-02,Books,Wilson Evolution Basketball,2,132.72,265.44,North America,Credit Card
10478,2024-02-08,Sports,Breville Smart Oven,3,9.58,28.740000000000002,Asia,PayPal
10479,2024-03-13,Electronics,Adidas Ultraboost Shoes,2,369.95,739.9,North America,Credit Card
10480,2024-07-24,Clothing,Polar Vantage V2,1,162.73,162.73,North America,Credit Card
10481,2024-04-21,Beauty Products,NARS Radiant Creamy Concealer,1,337.98,337.98,Asia,PayPal
10482,2024-06-24,Books,The Art of War by Sun Tzu,1,16.69,16.69,North America,Credit Card
10483,2024-05-11,Books,Ring Video Doorbell,1,187.54,187.54,North America,Credit Card
10484,2024-05-24,Sports,Cuisinart Coffee Center,4,112.72,450.88,Europe,Debit Card
10485,2024-05-09,Home Appliances,Garmin Fenix 6X Pro,1,15.97,15.97,North America,Credit Card
10486,2024-04-20,Sports,Puma Suede Classic Sneakers,2,48.89,97.78,North America,Credit Card
10487,2024-03-01,Sports,Titleist Pro V1 Golf Balls,1,351.95,351.95,Asia,PayPal
10488,2024-04-10,Books,Hamilton Beach FlexBrew Coffee Maker,3,7.57,22.71,North America,Credit Card
10489,2024-03-11,Books,Philips Airfryer XXL,3,732.45,2197.3500000000004,Asia,Credit Card
10490,2024-01-06,Beauty Products,Keurig K-Elite Coffee Maker,4,31.48,125.92,Asia,Credit Card
10491,2024-07-07,Electronics,Fitbit Inspire 2,3,31.26,93.78,North America,PayPal
10492,2024-08-15,Electronics,Old Navy Mid-Rise Rockstar Super Skinny Jeans,1,200.13,200.13,North America,PayPal
10493,2024-05-13,Clothing,Paula's Choice Skin Perfecting 2% BHA Liquid Exfoliant,2,1207.96,2415.92,North America,Credit Card
10494,2024-08-24,Home Appliances,Nike Air Force 1 Sneakers,3,216.9,650.7,Europe,PayPal
10495,2024-02-03,Books,Yeti Rambler Tumbler,2,34.55,69.1,North America,PayPal
10496,2024-04-01,Home Appliances,Youth to the People Superfood Antioxidant Cleanser,3,672.62,2017.8600000000001,Asia,PayPal
10497,2024-06-14,Clothing,Glossier Cloud Paint,1,61.92,61.92,Europe,Debit Card
10498,2024-08-09,Sports,Nespresso Vertuo Next Coffee and Espresso Maker,1,54.58,54.58,Asia,Credit Card
10499,2024-06-13,Clothing,Under Armour Tech 2.0 T-Shirt,1,69.31,69.31,Asia,Debit Card
10500,2024-05-11,Sports,Gap High Rise Skinny Jeans,1,79.86,79.86,Asia,Credit Card
10501,2024-02-14,Electronics,Dyson Pure Cool Link,4,39.71,158.84,North America,Credit Card
10502,2024-02-24,Electronics,Garmin Forerunner 945,6,26.11,156.66,Europe,PayPal
10503,2024-04-30,Home Appliances,Under Armour HOVR Sonic 4 Shoes,1,55.89,55.89,North America,Credit Card
10504,2024-02-27,Sports,H&M Slim Fit Jeans,1,7.14,7.14,Asia,PayPal
10505,2024-03-13,Books,Laneige Water Sleeping Mask,4,84.16,336.64,North America,Credit Card
10506,2024-02-09,Beauty Products,Samsung Galaxy Tab S8,3,7.35,22.049999999999997,North America,Credit Card
10507,2024-08-01,Electronics,Breville Smart Coffee Grinder Pro,3,310.25,930.75,Europe,Credit Card
10508,2024-05-25,Clothing,Dyson V8 Absolute,3,263.3,789.9000000000001,Europe,Credit Card
10509,2024-04-04,Electronics,The Ordinary Niacinamide Serum,1,594.64,594.64,North America,Credit Card
10510,2024-07-15,Electronics,Glossier Cloud Paint,1,711.28,711.28,North America,Credit Card
10511,2024-02-11,Sports,Philips Airfryer XXL,1,345.74,345.74,Asia,Debit Card
10512,2024-06-10,Beauty Products,Nike Tempo Running Shorts,4,21.97,87.88,Asia,PayPal
10513,2024-05-19,Home Appliances,Instant Pot Ultra,4,218.78,875.12,Asia,Debit Card
10514,2024-01-31,Home Appliances,De'Longhi Magnifica Espresso Machine,1,712.68,712.68,Asia,Credit Card
10515,2024-06-19,Books,Bose SoundLink Color Bluetooth Speaker II,3,25.29,75.87,Asia,Credit Card
10516,2024-07-05,Home Appliances,Yeti Tundra Haul Portable Wheeled Cooler,1,718.1,718.1,Europe,PayPal
10517,2024-01-25,Electronics,Pride and Prejudice by Jane Austen,3,188.53,565.59,North America,PayPal
10518,2024-01-23,Clothing,Keurig K-Elite Coffee Maker,1,90.57,90.57,Asia,PayPal
10519,2024-07-20,Home Appliances,Fresh Sugar Lip Treatment,4,206.37,825.48,Europe,Debit Card
10520,2024-05-07,Books,Apple MacBook Air,3,38.84,116.52000000000001,Europe,PayPal
10521,2024-02-04,Electronics,Adidas FIFA World Cup Football,2,298.88,597.76,Europe,Credit Card
10522,2024-02-02,Electronics,Keurig K-Elite Coffee Maker,2,759.77,1519.54,North America,PayPal
10523,2024-04-23,Home Appliances,Instant Pot Ultra,1,826.01,826.01,Europe,PayPal
10524,2024-01-15,Sports,1984 by George Orwell,2,7.44,14.88,Asia,Credit Card
10525,2024-03-14,Clothing,Anker PowerCore Portable Charger,1,54.39,54.39,Asia,Debit Card
10526,2024-05-15,Electronics,Cuisinart Griddler Deluxe,1,182.8,182.8,Europe,PayPal
10527,2024-02-03,Electronics,Zara Summer Dress,3,957.21,2871.63,North America,Credit Card
10528,2024-06-15,Books,The Four Agreements by Don Miguel Ruiz,1,31.87,31.87,Asia,Debit Card
10529,2024-05-05,Home Appliances,Instant Pot Duo Crisp,1,1157.93,1157.93,Asia,Credit Card
10530,2024-04-22,Sports,Peloton Bike,2,35.97,71.94,Asia,Debit Card
10531,2024-02-17,Home Appliances,Garmin Forerunner 945,3,113.66,340.98,North America,Credit Card
10532,2024-07-12,Beauty Products,First Aid Beauty Ultra Repair Cream,4,8.29,33.16,Europe,Credit Card
10533,2024-05-17,Electronics,Youth to the People Superfood Antioxidant Cleanser,1,165.23,165.23,North America,Credit Card
10534,2024-03-27,Beauty Products,The Hobbit by J.R.R. Tolkien,1,16.62,16.62,Asia,PayPal
10535,2024-05-10,Electronics,Tommy Hilfiger Polo Shirt,2,32.12,64.24,Europe,Debit Card
10536,2024-03-14,Books,Shiseido Ultimate Sun Protector,2,121.29,242.58,North America,PayPal
10537,2024-02-17,Sports,Roomba i7+,2,6.81,13.62,Asia,Debit Card
10538,2024-02-19,Clothing,Educated by Tara Westover,2,183.57,367.14,North America,Debit Card
10539,2024-02-09,Electronics,MAC Ruby Woo Lipstick,1,247.44,247.44,North America,PayPal
10540,2024-04-22,Beauty Products,Clinique Dramatically Different Moisturizing Lotion,1,31.1,31.1,Asia,Debit Card
10541,2024-04-07,Electronics,Logitech MX Master 3 Mouse,1,1226.68,1226.68,North America,Credit Card
10542,2024-01-20,Electronics,Sony WH-1000XM4 Headphones,2,299.18,598.36,Europe,Credit Card
10543,2024-06-13,Beauty Products,Adidas Ultraboost Running Shoes,6,15.31,91.86,Europe,Credit Card
10544,2024-06-20,Sports,Uniqlo Airism Mesh Boxer Briefs,4,61.25,245.0,Asia,PayPal
